Move, Size
1,  12
2,  3
3,  2
1,  12
2,  4
1,  12
2,  3
1,  12
2,  4
1,  12
2,  3
1,  12
2,  4
1,  12
2,  4
3,  2
1,  12
2,  3
1,  12
2,  3
3,  2
1,  12
2,  3
1,  12
2,  3
3,  2
1,  12
2,  4
1,  12
2,  3
1,  12
2,  3
3,  2
1,  12
2,  3
1,  12
2,  4
1,  24
2,  6
3,  2
1,  24
2,  3
3,  2
1,  24
2,  3
3,  2
1,  24
2,  3
3,  2
1,  24
2,  3
3,  2
1,  24
2,  3
3,  2
1,  24
2,  3
3,  2
1,  24
2,  3
3,  2
1,  24
2,  3
3,  2
1,  24
2,  3
3,  2
1,  74
2,  2
1,  74
2,  8
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
1,  74
2,  2
1,  74
2,  8
1,  74
2,  4
3,  2
1,  74
2,  4
1,  74
2,  2
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  2
1,  74
2,  8
1,  74
2,  8
1,  74
2,  2
1,  74
2,  4
3,  2
1,  74
2,  4
1,  74
2,  4
3,  2
1,  72
2,  3
3,  2
1,  72
2,  1
1,  72
2,  1
3,  2
1,  72
2,  2
3,  6
4,  2
1,  72
2,  2
3,  3
1,  72
2,  1
1,  72
2,  1
1,  72
2,  2
3,  2
1,  72
2,  1
3,  2
1,  72
2,  2
3,  2
1,  72
2,  2
1,  72
2,  2
1,  72
2,  2
1,  72
2,  3
3,  2
1,  72
2,  2
1,  72
2,  3
3,  2
1,  72
2,  3
3,  2
1,  72
2,  1
1,  72
2,  1
1,  72
2,  3
3,  2
1,  72
2,  3
3,  2
1,  72
2,  2
1,  72
2,  1
3,  2
1,  72
2,  1
1,  72
2,  2
1,  72
2,  1
1,  72
2,  2
1,  72
2,  1
1,  72
2,  1
1,  72
2,  1
1,  24
2,  6
3,  2
1,  24
2,  3
3,  2
1,  24
2,  1
3,  2
1,  24
2,  6
3,  2
1,  24
2,  3
3,  2
1,  24
2,  6
3,  2
1,  24
2,  6
3,  2
1,  24
2,  6
3,  2
1,  24
2,  3
3,  2
1,  24
2,  6
3,  2
1,  74
2,  8
1,  74
2,  8
1,  74
2,  8
1,  74
2,  2
1,  74
2,  4
3,  2
1,  74
2,  8
1,  74
2,  2
1,  74
2,  4
3,  2
1,  74
2,  2
1,  74
2,  8
1,  74
2,  8
1,  74
2,  8
1,  74
2,  8
1,  74
2,  4
1,  74
2,  8
1,  74
2,  4
3,  2
1,  74
2,  8
1,  74
2,  4
3,  2
1,  74
2,  2
1,  74
2,  8
1,  72
2,  3
3,  2
1,  72
2,  2
1,  72
2,  2
1,  72
2,  2
1,  72
2,  2
1,  72
2,  1
1,  72
2,  3
3,  2
1,  72
2,  3
3,  2
1,  72
2,  3
3,  2
1,  72
2,  1
1,  72
2,  2
3,  3
1,  72
2,  3
3,  2
1,  72
2,  1
3,  3
1,  72
2,  2
3,  2
1,  72
2,  2
3,  2
1,  72
2,  1
1,  72
2,  1
1,  72
2,  2
3,  2
1,  72
2,  2
3,  2
1,  72
2,  3
3,  2
1,  72
2,  3
3,  2
1,  72
2,  1
1,  72
2,  2
1,  72
2,  1
3,  2
1,  72
2,  2
1,  72
2,  1
1,  72
2,  3
3,  2
1,  72
2,  1
1,  72
2,  1
1,  72
2,  1
3,  2
1,  24
2,  1
3,  2
1,  24
2,  3
3,  2
1,  24
2,  1
3,  2
1,  24
2,  6
3,  2
1,  24
2,  1
3,  2
1,  24
2,  3
3,  2
1,  24
2,  6
3,  2
1,  24
2,  6
3,  2
1,  24
2,  6
3,  2
1,  24
2,  3
3,  2
1,  74
2,  8
1,  74
2,  4
1,  74
2,  4
1,  74
2,  4
3,  2
1,  74
2,  4
1,  74
2,  8
1,  74
2,  4
1,  74
2,  4
1,  74
2,  8
1,  74
2,  4
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  8
1,  74
2,  8
1,  74
2,  4
3,  2
1,  74
2,  8
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
1,  74
2,  4
1,  72
2,  2
1,  72
2,  2
1,  72
1,  72
2,  1
1,  72
2,  1
1,  72
2,  1
1,  72
2,  1
1,  72
2,  2
1,  72
2,  1
1,  72
2,  1
1,  72
2,  3
3,  2
1,  72
2,  1
1,  72
2,  1
1,  72
2,  1
1,  72
2,  1
1,  72
2,  1
1,  72
2,  2
1,  72
2,  2
1,  72
2,  3
3,  2
1,  72
2,  1
3,  2
1,  72
2,  2
3,  2
1,  72
2,  1
3,  3
1,  72
2,  3
3,  2
1,  72
2,  1
1,  72
2,  1
3,  3
1,  72
2,  2
3,  2
1,  72
2,  2
3,  2
1,  72
2,  1
1,  72
2,  3
3,  2
1,  72
2,  1
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
1,  10
2,  6
3,  3
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  12
2,  4
3,  2
1,  12
2,  4
3,  2
1,  12
2,  3
3,  2
1,  12
2,  4
3,  2
1,  12
2,  3
3,  2
1,  12
2,  4
3,  2
1,  12
2,  4
3,  2
1,  12
2,  4
3,  2
1,  12
2,  4
3,  2
1,  12
2,  4
3,  2
1,  4
2,  2
1,  4
2,  2
1,  4
1,  4
1,  4
1,  4
1,  4
1,  4
1,  4
1,  4
1,  12
2,  4
3,  2
1,  12
2,  3
1,  12
2,  4
1,  12
2,  4
1,  12
2,  3
1,  12
2,  3
1,  12
2,  4
1,  12
2,  3
1,  12
2,  3
1,  12
2,  3
1,  12
2,  4
1,  12
2,  3
1,  12
2,  3
1,  12
2,  3
3,  2
1,  12
2,  3
1,  12
2,  3
1,  12
2,  3
3,  2
1,  12
2,  4
1,  12
2,  3
3,  2
1,  12
2,  3
3,  2
1,  12
2,  3
3,  2
1,  12
2,  3
1,  12
2,  4
1,  12
2,  3
1,  12
2,  4
3,  2
1,  12
2,  3
1,  12
2,  4
1,  12
2,  4
1,  12
2,  3
3,  2
1,  12
2,  3
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
1,  10
2,  6
3,  3
1,  10
2,  6
3,  3
1,  10
2,  6
3,  3
4,  2
1,  24
2,  4
3,  2
1,  24
2,  1
1,  24
2,  6
3,  2
1,  24
2,  3
3,  2
1,  24
2,  6
3,  2
1,  24
2,  3
3,  2
1,  24
2,  1
1,  24
2,  1
1,  24
2,  1
1,  24
2,  3
3,  2
1,  12
2,  3
3,  2
1,  12
2,  4
3,  2
1,  12
2,  3
1,  12
2,  3
1,  12
2,  3
3,  2
1,  12
2,  3
3,  2
1,  12
2,  3
3,  2
1,  12
2,  4
3,  2
1,  12
2,  4
3,  2
1,  12
2,  3
3,  2
1,  24
2,  3
3,  4
1,  24
2,  4
1,  24
2,  1
3,  2
1,  24
2,  3
3,  4
1,  24
2,  4
1,  24
2,  3
3,  4
4,  2
1,  24
2,  6
3,  2
1,  24
2,  4
1,  24
2,  4
1,  24
2,  4
1,  24
2,  8
1,  24
2,  1
3,  2
1,  24
2,  4
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  8
3,  2
1,  24
2,  1
3,  2
1,  24
2,  8
3,  2
1,  24
2,  6
3,  3
1,  24
2,  4
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  6
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  1
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  3
3,  4
1,  10
2,  4
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
1,  10
2,  6
3,  3
4,  2
1,  10
2,  4
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  4
3,  3
1,  10
2,  6
1,  10
2,  4
3,  3
4,  2
1,  10
2,  4
3,  3
4,  2
1,  10
2,  6
3,  3
1,  10
2,  4
1,  10
2,  4
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
1,  10
2,  4
3,  3
1,  10
2,  4
1,  10
2,  6
3,  3
1,  10
2,  4
3,  3
4,  2
1,  10
2,  4
3,  3
4,  2
1,  10
2,  4
1,  10
1,  10
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  4
1,  10
1,  10
2,  4
3,  3
4,  2
1,  10
2,  4
3,  3
4,  2
1,  10
2,  4
1,  10
2,  4
3,  3
4,  2
1,  10
1,  10
1,  10
2,  6
1,  10
2,  6
3,  3
1,  10
2,  4
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
1,  10
1,  10
2,  6
3,  3
4,  2
1,  10
1,  10
1,  10
2,  4
3,  3
4,  2
1,  10
2,  4
3,  3
4,  2
1,  10
1,  10
2,  4
1,  10
2,  6
3,  3
1,  10
2,  6
3,  3
4,  2
1,  10
2,  4
3,  3
4,  2
1,  10
2,  6
3,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
1,  10
2,  6
3,  2
1,  10
2,  6
3,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
1,  10
2,  6
3,  3
4,  2
1,  24
2,  8
1,  24
2,  3
3,  2
1,  24
2,  4
1,  24
2,  8
1,  24
2,  3
3,  4
4,  2
1,  24
2,  3
3,  4
4,  2
1,  24
2,  4
1,  24
2,  4
1,  24
2,  8
1,  24
2,  4
3,  2
1,  12
2,  3
3,  2
1,  12
1,  12
2,  4
3,  2
1,  12
2,  3
3,  2
1,  12
2,  4
3,  2
1,  12
2,  3
3,  2
1,  12
2,  4
3,  2
1,  12
1,  12
2,  4
1,  12
2,  4
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  1
3,  2
1,  24
2,  4
3,  2
1,  24
2,  8
3,  2
1,  24
2,  8
3,  2
1,  24
2,  6
3,  3
1,  24
1,  24
2,  4
1,  24
2,  4
1,  24
2,  4
1,  24
2,  8
3,  2
1,  24
2,  2
1,  24
2,  8
3,  2
1,  24
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  8
3,  2
1,  24
2,  4
3,  2
1,  24
2,  3
3,  2
1,  24
2,  4
1,  24
2,  8
3,  2
1,  24
2,  4
1,  24
1,  24
2,  4
1,  24
2,  4
1,  24
2,  8
3,  2
1,  10
2,  6
1,  10
2,  6
3,  3
1,  10
2,  6
3,  3
1,  10
2,  6
1,  10
2,  6
3,  3
1,  10
2,  6
3,  2
1,  10
2,  6
1,  10
2,  6
3,  2
1,  10
2,  6
1,  10
2,  6
1,  24
2,  4
1,  24
2,  8
3,  2
1,  24
2,  3
3,  4
1,  24
2,  4
3,  2
1,  24
2,  8
3,  2
1,  24
2,  4
1,  24
2,  8
3,  2
1,  24
2,  4
3,  2
1,  24
2,  3
3,  2
1,  24
2,  3
3,  2
1,  12
1,  12
2,  3
3,  2
1,  12
2,  3
1,  12
1,  12
2,  4
3,  2
1,  12
2,  4
3,  2
1,  12
2,  3
3,  2
1,  12
2,  4
3,  2
1,  12
1,  12
2,  4
3,  2
1,  24
2,  3
3,  2
1,  24
2,  4
3,  2
1,  24
1,  24
2,  4
1,  24
2,  2
1,  24
2,  4
3,  2
1,  24
2,  8
3,  2
1,  24
1,  24
2,  3
3,  2
1,  24
2,  3
3,  2
1,  24
2,  3
3,  4
1,  24
2,  4
3,  2
1,  24
2,  8
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  6
3,  2
1,  24
2,  3
3,  4
4,  2
1,  24
2,  4
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
1,  24
1,  24
2,  4
3,  2
1,  24
2,  8
1,  24
2,  2
1,  24
2,  4
3,  2
1,  24
2,  3
3,  2
1,  24
2,  2
1,  24
2,  4
3,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  2
1,  10
2,  6
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
1,  10
2,  6
3,  3
1,  10
2,  6
3,  2
1,  10
2,  6
3,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
1,  24
2,  4
1,  24
2,  1
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
1,  24
2,  4
1,  24
2,  4
1,  24
2,  4
1,  24
2,  4
1,  24
2,  3
3,  4
4,  2
1,  24
2,  8
1,  12
2,  3
3,  2
1,  12
1,  12
1,  12
2,  4
1,  12
1,  12
2,  3
3,  2
1,  12
2,  4
3,  2
1,  12
2,  4
3,  2
1,  12
2,  3
1,  12
1,  24
2,  2
1,  24
2,  4
1,  24
1,  24
2,  8
1,  24
2,  4
3,  2
1,  24
2,  2
1,  24
2,  4
1,  24
2,  4
1,  24
2,  2
1,  24
2,  8
1,  24
2,  4
1,  24
2,  4
1,  24
2,  2
1,  24
2,  8
3,  2
1,  24
2,  8
3,  2
1,  24
2,  4
3,  2
1,  24
2,  2
1,  24
2,  4
1,  24
2,  4
3,  2
1,  24
2,  2
1,  24
2,  1
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
3,  2
1,  24
2,  1
3,  2
1,  24
2,  4
3,  2
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
3,  2
1,  12
2,  4
1,  12
2,  4
3,  2
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
1,  4
1,  4
1,  4
1,  4
1,  4
1,  4
1,  4
1,  4
1,  4
1,  4
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  2
1,  74
2,  6
3,  2
1,  74
2,  4
1,  74
2,  6
3,  2
1,  74
2,  4
3,  2
1,  74
2,  2
1,  74
2,  4
3,  2
1,  74
2,  2
1,  74
2,  4
1,  74
2,  4
1,  74
2,  4
1,  74
2,  4
1,  74
2,  4
3,  2
1,  74
2,  4
1,  74
2,  6
3,  2
1,  74
2,  4
3,  2
1,  74
2,  6
3,  2
1,  74
2,  2
1,  74
2,  4
1,  74
2,  4
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
1,  74
2,  4
1,  74
2,  6
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
1,  74
2,  4
1,  74
2,  6
3,  2
1,  74
2,  6
3,  2
1,  74
2,  6
3,  2
1,  4
2,  2
1,  4
2,  2
1,  4
2,  2
1,  4
2,  2
1,  4
2,  2
1,  4
2,  2
1,  4
2,  2
1,  4
2,  2
1,  4
2,  2
1,  4
2,  2
1,  74
2,  6
3,  3
1,  74
2,  6
3,  3
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
1,  74
2,  6
1,  74
2,  6
3,  3
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
4,  2
1,  74
1,  74
2,  3
1,  74
1,  74
1,  74
1,  74
1,  74
2,  6
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
1,  74
2,  6
1,  74
2,  3
3,  2
1,  74
2,  6
1,  74
2,  3
3,  2
1,  74
2,  6
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
4,  2
1,  74
2,  3
1,  74
2,  6
3,  3
1,  74
2,  6
3,  3
1,  74
2,  3
1,  74
2,  6
3,  3
1,  74
2,  6
1,  74
2,  6
3,  3
4,  2
1,  74
2,  6
3,  3
1,  74
2,  3
1,  74
2,  6
1,  74
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
4,  2
1,  10
2,  6
3,  3
1,  10
2,  6
3,  3
4,  2
1,  12
2,  4
3,  2
1,  12
2,  3
3,  2
1,  12
2,  3
3,  2
1,  12
2,  3
3,  2
1,  12
2,  4
3,  2
1,  12
2,  3
3,  2
1,  12
2,  3
3,  2
1,  12
2,  4
3,  2
1,  12
2,  3
3,  2
1,  12
2,  3
3,  2
1,  24
2,  4
1,  24
2,  4
1,  24
2,  1
1,  24
2,  6
1,  24
2,  3
3,  2
1,  24
2,  3
3,  2
1,  24
2,  6
1,  24
2,  1
1,  24
2,  1
1,  24
2,  1
1,  24
2,  6
3,  2
1,  24
2,  1
3,  2
1,  24
2,  1
3,  2
1,  24
2,  8
1,  24
2,  4
3,  2
1,  24
2,  6
1,  24
2,  1
3,  2
1,  24
2,  4
1,  24
2,  4
3,  2
1,  24
2,  4
1,  24
2,  4
1,  24
2,  6
3,  3
1,  24
2,  6
3,  3
1,  24
2,  6
3,  2
1,  24
2,  4
3,  2
1,  24
2,  3
3,  4
1,  24
2,  4
3,  2
1,  24
2,  8
3,  2
1,  24
2,  3
3,  4
4,  2
1,  24
2,  6
3,  2
1,  24
2,  8
3,  2
1,  24
2,  4
3,  2
1,  24
2,  4
1,  24
2,  1
3,  2
1,  24
2,  6
3,  3
1,  24
2,  4
1,  24
2,  3
3,  4
4,  2
1,  24
2,  6
3,  2
1,  24
2,  4
1,  24
2,  3
3,  4
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
3,  2
1,  12
2,  4
3,  2
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
3,  2
1,  12
2,  2
1,  12
2,  4
1,  74
2,  3
3,  2
1,  74
2,  2
3,  2
1,  74
2,  6
3,  2
1,  74
2,  2
3,  2
1,  74
2,  2
3,  2
1,  74
2,  3
1,  74
2,  4
1,  74
2,  2
3,  2
1,  74
2,  2
3,  2
1,  74
2,  3
3,  2
1,  72
2,  2
3,  2
1,  72
2,  10
3,  3
4,  2
1,  72
2,  10
3,  2
1,  72
2,  2
3,  2
1,  72
2,  1
1,  72
2,  10
3,  2
1,  72
2,  2
3,  2
1,  72
2,  2
3,  2
1,  72
2,  2
3,  2
1,  72
2,  1
3,  2
1,  72
2,  2
3,  2
1,  72
2,  1
1,  72
2,  10
3,  2
1,  72
2,  10
3,  2
1,  72
2,  10
3,  4
1,  72
2,  1
1,  72
2,  1
1,  72
2,  1
1,  72
2,  10
3,  4
1,  72
2,  1
1,  72
2,  2
3,  2
1,  72
2,  3
1,  72
2,  10
3,  2
1,  72
2,  1
3,  2
1,  72
2,  10
1,  72
2,  10
3,  2
1,  72
2,  3
1,  72
2,  10
3,  2
1,  72
2,  10
3,  2
1,  72
2,  1
1,  72
2,  1
1,  72
2,  1
1,  72
2,  1
3,  3
1,  72
2,  1
3,  2
1,  72
2,  10
1,  72
2,  1
3,  2
1,  72
2,  3
1,  72
2,  2
3,  2
1,  72
2,  1
3,  2
1,  72
2,  3
1,  12
2,  4
1,  12
2,  2
1,  12
2,  4
3,  2
1,  12
2,  4
3,  2
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
1,  12
2,  2
1,  74
2,  6
3,  2
1,  74
2,  6
3,  2
1,  74
2,  6
3,  2
1,  74
2,  2
3,  2
1,  74
2,  6
3,  2
1,  74
2,  6
3,  2
1,  74
2,  3
3,  2
1,  74
2,  6
3,  2
1,  74
2,  2
3,  2
1,  74
2,  6
3,  2
1,  72
2,  1
1,  72
2,  1
1,  72
2,  10
3,  2
1,  72
2,  2
3,  3
1,  72
2,  10
3,  2
1,  72
2,  10
3,  2
1,  72
2,  2
3,  2
1,  72
2,  1
3,  2
1,  72
2,  2
3,  2
1,  72
2,  10
3,  2
1,  72
2,  10
1,  72
2,  1
1,  72
2,  10
3,  4
4,  2
1,  72
2,  1
1,  72
2,  10
3,  2
1,  72
2,  2
1,  72
2,  1
1,  72
2,  1
3,  2
1,  72
2,  10
3,  2
1,  72
2,  1
3,  2
1,  72
2,  1
1,  72
2,  2
3,  4
1,  72
2,  10
3,  4
1,  72
2,  10
3,  2
1,  72
2,  1
1,  72
2,  2
3,  4
1,  72
2,  10
3,  2
1,  72
2,  2
3,  2
1,  72
2,  1
3,  2
1,  72
2,  1
3,  2
1,  72
2,  3
1,  72
2,  2
3,  2
1,  72
2,  3
1,  72
2,  3
1,  72
2,  2
3,  2
1,  72
2,  10
3,  2
1,  72
2,  10
3,  2
1,  72
2,  10
3,  2
1,  72
2,  10
3,  2
1,  72
2,  3
1,  12
2,  4
1,  12
2,  4
3,  2
1,  12
2,  4
1,  12
2,  4
1,  12
2,  2
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
1,  12
2,  4
3,  2
1,  74
2,  6
3,  2
1,  74
2,  3
1,  74
2,  4
3,  2
1,  74
2,  6
3,  2
1,  74
2,  2
3,  2
1,  74
2,  6
3,  2
1,  74
2,  4
3,  2
1,  74
2,  4
1,  74
2,  3
1,  74
2,  6
3,  2
1,  72
2,  2
3,  3
1,  72
2,  10
3,  3
4,  2
1,  72
2,  1
3,  2
1,  72
2,  10
3,  2
1,  72
2,  2
3,  2
1,  72
2,  10
3,  2
1,  72
2,  1
3,  2
1,  72
2,  1
3,  2
1,  72
2,  10
3,  2
1,  72
2,  1
3,  2
1,  72
2,  1
1,  72
2,  10
3,  2
1,  72
2,  1
3,  2
1,  72
2,  2
3,  2
1,  72
2,  10
3,  2
1,  72
2,  2
3,  2
1,  72
2,  1
3,  3
1,  72
2,  2
1,  72
2,  10
3,  2
1,  72
2,  3
1,  72
2,  1
3,  2
1,  72
2,  2
1,  72
2,  10
1,  72
2,  3
1,  72
2,  1
3,  2
1,  72
2,  10
3,  2
1,  72
2,  2
3,  2
1,  72
2,  10
3,  4
4,  2
1,  72
2,  2
3,  4
4,  2
1,  72
2,  1
3,  3
1,  72
2,  2
3,  3
1,  72
2,  10
3,  2
1,  72
2,  1
1,  72
2,  2
3,  3
1,  72
2,  1
1,  72
2,  10
3,  2
1,  72
2,  1
1,  72
2,  2
3,  2
1,  72
2,  1
1,  72
2,  1
3,  2
1,  24
2,  3
3,  2
1,  24
2,  6
3,  2
1,  24
2,  3
3,  2
1,  24
2,  6
3,  2
1,  24
2,  3
3,  2
1,  24
2,  3
3,  2
1,  24
2,  6
3,  2
1,  24
2,  6
3,  2
1,  24
