Move, IsIn
2,  0.5
0,  0.00568181818181818
1,  0.0476190476190476
0,  0.00568181818181818
1,  0.125
0,  0
1,  0
2,  0
3,  0
0,  0
1,  0
2,  0
3,  0.5
0,  0.00568181818181818
1,  0.1
2,  0.333333333333333
3,  0.5
0,  0.00568181818181818
1,  0.0277777777777778
2,  0.25
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.125
3,  0.25
0,  0.00154320987654321
1,  0.5
0,  0.00154320987654321
1,  0.0555555555555556
2,  0.5
0,  0.00154320987654321
1,  0.0555555555555556
2,  0.5
0,  0
1,  0
2,  0.2
0,  0
1,  0
2,  0
0,  0.00568181818181818
1,  0.0277777777777778
2,  0.25
0,  0.00568181818181818
1,  0.0476190476190476
2,  0.333333333333333
3,  0.5
0,  0.00154320987654321
1,  0.0555555555555556
2,  0.5
0,  0.00154320987654321
1,  0.25
2,  0.5
0,  0.00154320987654321
1,  0.0357142857142857
2,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.5
3,  1
0,  0
1,  0
2,  0.142857142857143
0,  0
1,  0
2,  0
3,  0.5
0,  0.00568181818181818
1,  0.1
2,  0.333333333333333
3,  0.5
0,  0.00568181818181818
1,  0.0476190476190476
2,  0.333333333333333
3,  0.5
0,  0.00154320987654321
1,  0.25
2,  0.5
0,  0.00154320987654321
1,  0.0357142857142857
2,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.25
3,  0.25
0,  0.00154320987654321
1,  0.0555555555555556
2,  0.5
0,  0
1,  0
0,  0
1,  0
2,  0
3,  0.333333333333333
4,  0.5
0,  0.00568181818181818
1,  0.0277777777777778
2,  0.5
0,  0.00568181818181818
1,  0.0476190476190476
2,  0.333333333333333
0,  0.00154320987654321
1,  0.0555555555555556
2,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.25
3,  0.333333333333333
0,  0.00154320987654321
1,  0.2
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.125
3,  0.25
4,  0.5
0,  0
1,  0
2,  0.125
3,  0.5
0,  0
1,  0
2,  0
3,  0.333333333333333
0,  0
1,  0
2,  0.142857142857143
0,  0
1,  0
2,  0.25
3,  0.333333333333333
4,  0.5
0,  0
1,  0
2,  0
3,  0.5
0,  0
1,  0
2,  0
0,  0
1,  0
2,  0
3,  0.5
0,  0
1,  0
2,  0
3,  0
0,  0.0357142857142857
1,  0.0555555555555556
2,  0.2
3,  0.25
4,  0.333333333333333
0,  0
1,  0
2,  0.25
3,  0.333333333333333
4,  0.5
0,  0
1,  0
2,  0.125
3,  0.333333333333333
0,  0.166666666666667
0,  0.0208333333333333
1,  0.0555555555555556
2,  0.125
3,  0.333333333333333
0,  0.0208333333333333
1,  0.2
2,  0.25
3,  0.333333333333333
4,  0.5
0,  0.0208333333333333
1,  0.0555555555555556
2,  0.25
3,  0.333333333333333
4,  0.5
0,  0.0208333333333333
1,  0.125
2,  0.25
0,  0
1,  0
2,  0.125
3,  0.5
0,  0.00595238095238095
1,  0.0833333333333333
2,  0.25
0,  0
1,  0
2,  0.5
0,  0
1,  0
2,  0.125
0,  0
1,  0.166666666666667
2,  0.25
3,  0.333333333333333
4,  0.5
0,  0
1,  0
2,  0.2
3,  0.5
0,  0
1,  0
2,  0
0,  0
1,  0
2,  0.5
0,  0
1,  0.1
2,  0.25
0,  0.125
0,  0.00595238095238095
1,  0.333333333333333
2,  0.2
0,  0
1,  0
2,  0
3,  0.333333333333333
4,  0.5
0,  0.00595238095238095
1,  0.333333333333333
2,  0.125
3,  0.333333333333333
4,  0.5
0,  0.00595238095238095
1,  0.027027027027027
2,  0.166666666666667
0,  0.00595238095238095
1,  0.0833333333333333
2,  0.25
0,  0.00595238095238095
1,  0.0833333333333333
0,  0
1,  0
2,  0.25
3,  0.333333333333333
0,  0.00595238095238095
1,  0.027027027027027
2,  0.5
0,  0.00208333333333333
1,  0.0625
2,  0.125
3,  0.5
0,  0.00595238095238095
1,  0.027027027027027
2,  0.2
3,  0.25
4,  0.333333333333333
5,  0.5
0,  0.00208333333333333
1,  0.0384615384615385
2,  0.2
3,  0.333333333333333
4,  0.5
0,  0.00208333333333333
1,  0.0285714285714286
2,  0.5
3,  0.333333333333333
0,  0.00208333333333333
1,  1
2,  0.25
0,  0.00208333333333333
1,  0.25
2,  0.5
0,  0
1,  0
2,  0.125
0,  0.00595238095238095
1,  0.333333333333333
2,  0.125
3,  0.333333333333333
4,  0.5
0,  0.00208333333333333
1,  0.25
2,  0.25
0,  0.00595238095238095
1,  0.027027027027027
2,  0.166666666666667
3,  0.5
0,  0.00208333333333333
1,  0.166666666666667
0,  0.00208333333333333
1,  0.5
2,  0.333333333333333
3,  0.5
0,  0.00208333333333333
1,  0.0384615384615385
2,  0.5
0,  0.00208333333333333
1,  0.25
2,  0.2
3,  0.5
0,  0
1,  0
2,  0.166666666666667
0,  0.00595238095238095
1,  0.0833333333333333
2,  0.333333333333333
0,  0.00208333333333333
1,  0.0285714285714286
2,  1
0,  0.00595238095238095
1,  0.333333333333333
2,  0.125
0,  0.00208333333333333
1,  0.0285714285714286
2,  0.5
0,  0.00208333333333333
1,  0.0625
2,  0.5
0,  0.00208333333333333
1,  0.0625
2,  0.25
3,  0.5
0,  0.00208333333333333
1,  0.333333333333333
2,  0.25
0,  0
1,  0
2,  0.2
0,  0.00595238095238095
1,  0.027027027027027
2,  0.25
3,  0.333333333333333
0,  0.00208333333333333
1,  0.0384615384615385
2,  1
3,  0.5
0,  0.00595238095238095
1,  0.027027027027027
2,  0.166666666666667
3,  0.5
0,  0.00208333333333333
1,  1
0,  0.00208333333333333
1,  0.25
2,  0.5
3,  0.333333333333333
0,  0.00208333333333333
1,  0.0384615384615385
2,  0.5
0,  0.00208333333333333
1,  0.0625
2,  0.125
3,  0.5
0,  0
1,  0
2,  0
3,  0.5
0,  0
1,  0
2,  0.25
3,  0.333333333333333
4,  0.5
0,  0
1,  0
2,  0
3,  0.5
0,  0
1,  0
2,  0.5
0,  0
1,  0
2,  0.25
3,  0.5
0,  0
1,  0
2,  1
0,  0
1,  0
2,  0
3,  0.5
0,  0
1,  0
2,  1
0,  0
1,  0.125
2,  0.25
3,  0.333333333333333
4,  0.5
0,  0.00595238095238095
1,  0.333333333333333
2,  0.125
3,  0.333333333333333
4,  0.5
0,  0.125
1,  0.25
2,  0.333333333333333
3,  0.5
0,  0
1,  0
2,  0.2
3,  0.333333333333333
4,  0.5
0,  0.00595238095238095
1,  0.027027027027027
2,  0.25
0,  0.00595238095238095
1,  0.0833333333333333
0,  0.00595238095238095
1,  0.166666666666667
2,  0.5
0,  0.00595238095238095
1,  0.027027027027027
2,  0.5
0,  0.00595238095238095
1,  0.0833333333333333
2,  0.25
3,  0.333333333333333
4,  0.5
0,  0.166666666666667
1,  0.25
2,  0.5
0,  0
1,  0
2,  0.25
3,  0.333333333333333
0,  0
1,  0
2,  0.25
3,  0.333333333333333
0,  0.00568181818181818
1,  0.125
2,  0.25
0,  0.00568181818181818
1,  0.1
2,  0.5
0,  0.00568181818181818
1,  0.0277777777777778
2,  0.5
0,  0.00568181818181818
1,  0.0476190476190476
2,  0.5
0,  0
1,  0
2,  0.5
0,  0
1,  0
2,  0
3,  0.5
0,  0
1,  0
2,  0.25
3,  0.333333333333333
4,  0.5
0,  0
1,  0
2,  0
0,  0
1,  0
2,  0
3,  0.5
0,  0
1,  0
2,  0.25
0,  0
1,  0
2,  0.333333333333333
3,  0.5
0,  0
1,  0
2,  0
0,  0.00208333333333333
1,  0.0625
2,  0.25
3,  0.5
0,  0.00568181818181818
1,  0.25
0,  0.00568181818181818
1,  0.1
2,  0.333333333333333
0,  0
1,  0
2,  0.25
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.5
3,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  1
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.125
3,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.5
0,  0.00208333333333333
1,  0.5
2,  0.25
0,  0.00568181818181818
1,  0.0277777777777778
2,  0.25
0,  0.00568181818181818
1,  0.0277777777777778
2,  0.25
3,  0.5
0,  0
1,  0
2,  0.25
3,  0.5
0,  0.00154320987654321
1,  0.025
2,  1
3,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  1
0,  0.00154320987654321
1,  0.0555555555555556
2,  0.5
0,  0.00154320987654321
1,  0.0625
2,  0.5
0,  0.00208333333333333
1,  0.25
2,  0.5
0,  0.00568181818181818
1,  0.142857142857143
2,  0.2
3,  0.5
0,  0.00568181818181818
1,  0.1
2,  0.333333333333333
0,  0
1,  0
2,  0
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.25
3,  0.25
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.142857142857143
3,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.333333333333333
3,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  1
0,  0.00208333333333333
1,  0.25
2,  0.5
0,  0.00568181818181818
1,  0.125
2,  0.5
0,  0.00568181818181818
1,  0.125
2,  0.25
0,  0
1,  0
2,  0
3,  0.5
0,  0.00154320987654321
1,  0.025
2,  1
3,  0.5
0,  0.00154320987654321
1,  0.025
2,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.5
3,  0.25
4,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.5
3,  0.5
0,  0
1,  0
2,  0.333333333333333
0,  0
1,  0
2,  0
3,  0.5
0,  0
1,  0
2,  0
3,  0.5
0,  0
1,  0
2,  0
0,  0
1,  0
2,  0
3,  0.5
0,  0
1,  0
2,  0
0,  0
1,  0
2,  0
3,  0
0,  0
1,  0
2,  0.25
3,  0.333333333333333
0,  0
1,  0
2,  0
3,  0.5
0,  0.00208333333333333
1,  0.0384615384615385
2,  1
0,  0.00595238095238095
1,  0.027027027027027
2,  0.5
0,  0.00595238095238095
1,  0.0833333333333333
0,  0.00208333333333333
1,  0.0384615384615385
2,  0.2
3,  0.25
0,  0.00208333333333333
1,  0.5
2,  0.25
3,  0.5
0,  0.00208333333333333
1,  0.166666666666667
2,  0.333333333333333
0,  0.00208333333333333
1,  0.0384615384615385
2,  0.2
0,  0
1,  0
2,  0.25
0,  0.00568181818181818
1,  0.142857142857143
2,  0.25
3,  0.333333333333333
0,  0
1,  0
2,  0.333333333333333
0,  0.00568181818181818
1,  0.142857142857143
2,  0.5
0,  0.00154320987654321
1,  0.025
2,  0.333333333333333
3,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.142857142857143
3,  0.25
4,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.333333333333333
3,  0.333333333333333
4,  0.5
0,  0.00208333333333333
1,  0.0625
2,  0.5
3,  0.5
0,  0.00568181818181818
1,  0.142857142857143
2,  0.25
3,  0.333333333333333
4,  0.5
0,  0.00568181818181818
1,  0.0277777777777778
2,  0.25
3,  0.333333333333333
4,  0.5
0,  0
1,  0
2,  0
3,  0
4,  0.5
0,  0.00154320987654321
1,  0.0625
2,  0.2
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.25
3,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  1
3,  0.333333333333333
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.5
3,  0.5
0,  0
1,  0
2,  0
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.333333333333333
3,  0.5
0,  0.00154320987654321
1,  0.025
2,  0.5
3,  0.333333333333333
4,  0.5
0,  0
1,  0
2,  0
3,  0.333333333333333
0,  0
1,  0
2,  0
3,  0
0,  0.00138888888888889
1,  0.0238095238095238
2,  1
0,  0.00138888888888889
1,  0.0147058823529412
2,  1
3,  0.25
0,  0.00138888888888889
1,  0.0227272727272727
2,  0.5
0,  0
1,  0.0158730158730159
2,  0.166666666666667
3,  1
0,  0.00154320987654321
1,  0.0555555555555556
2,  0.5
0,  0.00154320987654321
1,  0.0555555555555556
2,  1
0,  0.00154320987654321
1,  0.0138888888888889
2,  1
3,  0.5
0,  0.00138888888888889
1,  0.0142857142857143
2,  0.333333333333333
3,  0.5
0,  0.00138888888888889
1,  0.0227272727272727
2,  0.5
0,  0.00138888888888889
1,  0.0142857142857143
2,  0.25
3,  1
0,  0.00138888888888889
1,  0.0142857142857143
2,  0.25
3,  0.5
0,  0
1,  0
2,  0
3,  0.5
0,  0.00154320987654321
1,  0.0357142857142857
2,  0.2
3,  0.5
0,  0.00154320987654321
1,  0.0555555555555556
2,  0.25
0,  0.00154320987654321
1,  0.0555555555555556
2,  0.333333333333333
3,  0.5
0,  0.00138888888888889
1,  0.1
2,  1
0,  0.00138888888888889
1,  0.0147058823529412
2,  0.333333333333333
0,  0.00138888888888889
1,  0.0185185185185185
2,  1
3,  0.5
0,  0.00138888888888889
1,  0.0227272727272727
2,  1
0,  0
1,  0
2,  0
3,  0.5
0,  0.00154320987654321
1,  0.0625
2,  0.5
0,  0.00154320987654321
1,  0.025
2,  0.0625
3,  1
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.5
3,  0.25
4,  0.5
0,  0.00138888888888889
1,  0.0238095238095238
2,  0.333333333333333
3,  0.5
0,  0.00138888888888889
1,  0.1
2,  0.333333333333333
0,  0.00138888888888889
1,  0.0147058823529412
2,  0.25
3,  0.333333333333333
0,  0.00138888888888889
1,  0.0238095238095238
2,  0.333333333333333
3,  0.5
0,  0
1,  0
2,  0.333333333333333
0,  0
1,  0
2,  0
0,  0
1,  0
2,  0.2
3,  0.5
0,  0
1,  0
2,  0
0,  0
1,  0
2,  0
3,  0
4,  0.5
0,  0
1,  0
2,  0.333333333333333
0,  0
1,  0
2,  0
0,  0
1,  0
2,  0
3,  0.5
0,  0
1,  0
2,  0.125
3,  0.5
0,  0.00208333333333333
1,  0.0384615384615385
2,  0.142857142857143
3,  0.333333333333333
0,  0.00595238095238095
1,  0.333333333333333
2,  0.5
0,  0.00595238095238095
1,  0.027027027027027
2,  0.5
0,  0.00208333333333333
1,  0.0285714285714286
2,  0.125
0,  0.00208333333333333
1,  0.25
2,  0.25
3,  0.5
0,  0.00208333333333333
1,  0.0384615384615385
2,  0.2
3,  0.25
0,  0.00208333333333333
1,  0.5
2,  0.333333333333333
3,  0.5
0,  0
1,  0
2,  0
3,  0.5
0,  0.00568181818181818
1,  0.0476190476190476
2,  0.5
3,  0.5
0,  0
1,  0
2,  0
3,  0.5
0,  0.00568181818181818
1,  0.142857142857143
2,  0.2
3,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.5
0,  0.00154320987654321
1,  0.0555555555555556
2,  0.25
3,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.125
3,  0.333333333333333
4,  0.5
0,  0.00154320987654321
1,  0.025
2,  0.0625
3,  0.5
0,  0.00208333333333333
1,  1
0,  0.00568181818181818
1,  0.125
2,  0.25
0,  0.00568181818181818
1,  0.0476190476190476
0,  0
1,  0
2,  0
3,  0.25
4,  0.5
0,  0.00154320987654321
1,  0.025
2,  0.5
3,  1
0,  0.00154320987654321
1,  0.0555555555555556
2,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.25
3,  0.25
0,  0
1,  0.0833333333333333
0,  0.00154320987654321
1,  0.25
0,  0.00154320987654321
1,  0.025
2,  0.25
3,  1
0,  0.00154320987654321
1,  0.025
2,  0.25
3,  0.333333333333333
0,  0.00138888888888889
1,  0.0147058823529412
2,  0.25
3,  0.333333333333333
0,  0.00138888888888889
1,  0.0238095238095238
2,  0.111111111111111
0,  0.00138888888888889
1,  0.166666666666667
2,  0.5
0,  0.00138888888888889
1,  0.0142857142857143
2,  0.25
3,  1
0,  0
1,  0
2,  0
3,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.5
3,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.5
3,  0.333333333333333
0,  0
1,  0
2,  0.142857142857143
3,  0.5
0,  0.00138888888888889
1,  0.0185185185185185
2,  1
0,  0
1,  0
2,  0
3,  0.5
0,  0.00138888888888889
1,  0.1
2,  0.333333333333333
3,  0.333333333333333
4,  0.5
0,  0.00138888888888889
1,  0.1
2,  0.25
3,  0.5
0,  0
1,  0
2,  0.0833333333333333
3,  0.5
0,  0.00154320987654321
1,  0.2
2,  0.5
0,  0.00154320987654321
1,  0.0625
2,  0.5
0,  0.00154320987654321
1,  0.0625
2,  0.5
0,  0.00138888888888889
1,  0.166666666666667
2,  0.5
0,  0.00138888888888889
1,  0.0238095238095238
2,  0.5
0,  0.00138888888888889
1,  0.0185185185185185
2,  0.333333333333333
3,  0.5
0,  0.00138888888888889
1,  0.0142857142857143
2,  0.25
3,  0.25
0,  0
1,  0.0158730158730159
2,  0.333333333333333
0,  0.00154320987654321
1,  0.0357142857142857
2,  0.5
0,  0.00154320987654321
1,  0.0357142857142857
2,  0.5
3,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  1
3,  0.5
0,  0.00138888888888889
1,  0.032258064516129
2,  1
3,  0.5
0,  0.00138888888888889
1,  0.032258064516129
2,  0.5
3,  0.5
0,  0.00138888888888889
1,  0.0147058823529412
2,  0.0833333333333333
0,  0.00138888888888889
1,  0.0147058823529412
2,  0.0833333333333333
3,  0.5
4,  0.5
0,  0
1,  0
2,  0.333333333333333
0,  0
1,  0
2,  0
3,  0.5
0,  0
1,  0
2,  0
0,  0
1,  0
2,  0.25
0,  0
1,  0
2,  0
3,  0
0,  0
1,  0
2,  0.2
3,  0.5
0,  0
1,  0
2,  0
3,  0
0,  0
1,  0
2,  0
3,  0.25
0,  0
1,  0.125
2,  0.25
0,  0.00208333333333333
1,  1
2,  1
0,  0.00595238095238095
1,  0.333333333333333
2,  0.2
3,  0.333333333333333
0,  0.00595238095238095
1,  0.333333333333333
2,  0.125
0,  0.00208333333333333
1,  0.0384615384615385
2,  0.2
3,  0.5
0,  0.00208333333333333
1,  0.0625
2,  0.25
3,  0.5
0,  0.00208333333333333
1,  0.0285714285714286
2,  0.125
3,  0.5
0,  0.00208333333333333
1,  0.0384615384615385
2,  0.2
0,  0
1,  0
2,  0
3,  0.5
0,  0.00568181818181818
1,  0.142857142857143
2,  0.25
0,  0
1,  0
2,  0.25
3,  0.5
0,  0.00568181818181818
1,  0.0277777777777778
2,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
0,  0.00154320987654321
1,  0.0625
2,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.333333333333333
3,  0.5
0,  0.00154320987654321
1,  0.025
2,  0.0625
0,  0.00208333333333333
1,  1
2,  0.5
0,  0.00568181818181818
1,  0.5
2,  0.25
3,  0.333333333333333
4,  0.5
0,  0.00568181818181818
1,  0.1
2,  0.333333333333333
3,  0.5
0,  0
1,  0
2,  0
3,  0
0,  0.00154320987654321
1,  0.0555555555555556
2,  0.142857142857143
3,  0.5
0,  0.00154320987654321
1,  0.25
2,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.142857142857143
3,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.25
3,  0.333333333333333
0,  0
1,  0.0158730158730159
2,  0.333333333333333
0,  0.00154320987654321
1,  0.0357142857142857
2,  0.5
0,  0.00154320987654321
1,  0.0357142857142857
2,  1
0,  0.00154320987654321
1,  0.025
2,  0.0625
3,  1
0,  0.00138888888888889
1,  0.1
2,  0.25
3,  0.5
0,  0.00138888888888889
1,  0.0142857142857143
2,  0.5
0,  0.00138888888888889
1,  0.0142857142857143
2,  0.5
3,  0.5
0,  0.00138888888888889
1,  0.0227272727272727
2,  0.5
0,  0
1,  0
2,  1
3,  0.5
0,  0.00154320987654321
1,  0.0357142857142857
2,  1
3,  0.333333333333333
4,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.333333333333333
3,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  1
3,  0.333333333333333
0,  0.00138888888888889
1,  0.0227272727272727
2,  1
3,  0.333333333333333
0,  0.00138888888888889
1,  0.0227272727272727
2,  0.5
0,  0.00138888888888889
1,  0.0147058823529412
2,  0.25
3,  0.25
0,  0.00138888888888889
1,  0.032258064516129
2,  1
0,  0
1,  0
2,  0
0,  0.00154320987654321
1,  0.0625
2,  1
3,  0.333333333333333
4,  0.5
0,  0.00154320987654321
1,  0.0625
2,  0.5
0,  0
1,  0
2,  0
3,  0.5
0,  0.00138888888888889
1,  0.0147058823529412
2,  0.25
3,  0.25
0,  0.00138888888888889
1,  0.0142857142857143
2,  0.2
3,  0.5
0,  0
1,  0
2,  0
0,  0.00138888888888889
1,  0.0142857142857143
2,  0.333333333333333
3,  0.333333333333333
4,  0.5
0,  0
1,  0.0833333333333333
2,  1
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.25
3,  0.25
0,  0.00154320987654321
1,  0.0138888888888889
2,  1
3,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.5
3,  0.25
4,  0.5
0,  0.00138888888888889
1,  0.0227272727272727
2,  1
0,  0.00138888888888889
1,  0.0142857142857143
2,  0.25
3,  0.5
0,  0.00138888888888889
1,  0.0147058823529412
2,  0.0833333333333333
3,  1
0,  0.00138888888888889
1,  0.0142857142857143
2,  0.5
0,  0
1,  0
2,  0.333333333333333
0,  0
1,  0
2,  0
0,  0
1,  0
2,  0
3,  0.333333333333333
4,  0.5
0,  0
1,  0
2,  0
3,  0.5
0,  0
1,  0
2,  0
3,  0
0,  0
1,  0
2,  0
0,  0
1,  0
2,  0.166666666666667
3,  0.333333333333333
0,  0
1,  0
2,  0
3,  0.333333333333333
0,  0
1,  0
2,  0.2
3,  0.5
0,  0.00208333333333333
1,  0.0416666666666667
2,  0.25
0,  0.00595238095238095
1,  0.0833333333333333
2,  0.5
0,  0.00595238095238095
1,  0.333333333333333
2,  0.25
3,  0.333333333333333
4,  0.5
0,  0.00208333333333333
1,  0.0625
2,  0.25
0,  0.00208333333333333
1,  1
2,  0.5
0,  0.00208333333333333
1,  0.0285714285714286
2,  0.5
0,  0.00208333333333333
1,  0.25
2,  1
0,  0
1,  0
2,  0
3,  0.25
4,  0.5
0,  0.00568181818181818
1,  0.0277777777777778
2,  0.5
3,  0.5
0,  0
1,  0
2,  0
3,  0.5
0,  0.00568181818181818
1,  0.0277777777777778
2,  0.25
3,  0.5
0,  0.00154320987654321
1,  0.0625
2,  0.5
0,  0.00154320987654321
1,  0.025
2,  0.5
3,  0.5
0,  0.00154320987654321
1,  0.25
2,  0.5
0,  0.00154320987654321
1,  0.025
2,  0.333333333333333
3,  0.5
0,  0.00208333333333333
1,  0.0285714285714286
2,  1
3,  0.5
0,  0.00568181818181818
1,  0.142857142857143
2,  0.5
0,  0.00568181818181818
1,  0.5
0,  0
1,  0
2,  0.2
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.125
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.5
3,  0.5
0,  0.00154320987654321
1,  0.0555555555555556
2,  0.5
0,  0.00154320987654321
1,  0.0625
2,  0.2
3,  0.5
0,  0
1,  0
2,  0.166666666666667
3,  0.5
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.333333333333333
3,  0.5
0,  0.00154320987654321
1,  0.00806451612903226
2,  0.333333333333333
3,  0.333333333333333
0,  0.00154320987654321
1,  0.0138888888888889
2,  0.5
3,  0.25
4,  0.5
0,  0.00138888888888889
1,  0.0147058823529412
2,  0.25
